latitude,longitude,airline_sentiment
39.5612524399331,-118.591180905231,positive
38.5106687034312,-119.840906577844,positive
37.3549053848715,-119.908318465256,positive
35.9339059972699,-119.923931663247,positive
35.8625080208499,-119.855718919205,neutral
32.8863725087053,-119.425623245075,positive
38.4728755881865,-118.80289563801,negative
36.0890532496253,-120.415256378648,negative
31.817033307211,-119.201709938257,negative
36.4220451504427,-118.787380389195,positive
37.9025643649125,-118.727839335352,negative
35.9003730289474,-119.407419774154,negative
40.9960771153362,-119.320762843492,neutral
41.3209015748024,-118.95827454613,negative
34.0814336365025,-118.925777197988,negative
37.1724155320929,-119.444375493994,negative
35.1634217944466,-120.476295066562,negative
35.8076201482329,-120.145152162385,negative
37.6804091706656,-119.378468869601,negative
37.1787443327858,-119.667755669543,positive
37.6625401556425,-119.035046972587,positive
33.521639369753,-119.687988922269,negative
36.3957910043377,-119.665153410371,neutral
34.9715276154741,-119.265663010796,negative
38.0650210995474,-119.309158273779,positive
36.493152643184,-119.607304115042,negative
36.1441986259615,-120.058739632683,positive
32.1406118422682,-119.684778404172,positive
34.2389121832041,-119.651112419524,positive
36.0511519288471,-119.11696092579,negative
33.401020284519,-118.82492126033,positive
36.0925397707305,-119.404421677782,positive
37.2231808751474,-119.118084069772,positive
34.5920131931671,-118.72486094819,negative
36.3558592622579,-119.246334252542,negative
36.1446689013913,-119.699510157003,positive
36.4240695725735,-118.907077288532,positive
39.7672078444494,-119.845553606313,neutral
36.6074857187372,-119.575892364965,neutral
35.9444539199532,-119.636784283478,negative
33.3184434394314,-119.231690021448,negative
33.6585048130896,-119.763437513258,positive
35.2466935155149,-119.06441017508,negative
37.8825189607803,-119.803694212239,positive
39.6831322000471,-119.367979917332,positive
37.0812565018231,-118.425100024811,positive
36.7991226680992,-119.774212848694,negative
36.2821838459685,-119.348101449358,negative
39.9361751164884,-119.822035321903,negative
37.2329123984081,-119.394153369517,positive
38.7195337135211,-119.541142386497,neutral
35.6683245792713,-119.363294389237,positive
35.1571482438417,-119.961312533585,neutral
38.9338916376997,-119.870948730687,neutral
38.3726666234339,-119.077115097065,neutral
39.5575818867697,-119.583187083287,positive
36.484675327257,-120.309474205148,negative
36.350294095225,-120.055620680857,neutral
35.8193569803787,-119.494555257593,neutral
35.4668133119917,-119.650610186425,negative
38.2217705574535,-119.778544431076,negative
34.9870900070266,-119.227851225818,positive
37.6108933740448,-119.122415785315,negative
38.6869820364295,-119.542861178959,negative
34.3656425602318,-118.522471280174,neutral
36.743581761106,-118.845472417748,neutral
40.2100710580056,-119.491467867742,positive
36.9007643678137,-118.920648260541,neutral
38.0420655640133,-119.243433191502,neutral
35.9620695937264,-120.572926568306,positive
35.9725978765888,-119.138784032856,positive
37.6844404492889,-118.976996151267,negative
35.1913420501977,-118.730194407959,neutral
34.8623585755254,-119.112863310266,positive
35.5498437420344,-119.766545566276,positive
35.8052565350925,-119.55341195623,neutral
37.4360820720579,-119.651435908774,neutral
36.7777801203322,-119.491609889671,negative
37.7212403995831,-119.649294905118,positive
34.5053521838125,-119.900797499463,negative
37.4797807750407,-119.891816384091,neutral
42.4843742493875,-119.532507796517,neutral
38.4457112360671,-120.518999322,neutral
38.4551153287706,-119.348885260856,neutral
37.2829108834265,-120.138077374689,negative
38.8207544885942,-119.54647026032,negative
36.7444541025284,-119.110940128206,negative
35.4955251978293,-119.935840449731,neutral
38.8857308082909,-119.259003777137,neutral
34.5671286382088,-119.218271828469,negative
35.0934324430093,-119.180643687271,positive
35.5006197542858,-119.339878553652,neutral
35.1495807389177,-119.198376594326,neutral
34.8616335767666,-118.408168115527,neutral
36.035746285552,-119.073822215466,neutral
34.8852286296876,-118.941767729789,negative
35.7541452095976,-119.639261115471,neutral
33.8504334347186,-119.965573993335,neutral
36.8864690011882,-118.958491513107,negative
38.2031779146307,-119.715134482306,neutral
36.218815052528,-118.356077578476,positive
38.4118351801181,-120.344525174634,negative
35.4793332754873,-119.705553405949,negative
38.6452589313132,-118.960656120307,positive
34.0614090913693,-119.710435655305,positive
38.9061367057847,-118.534975984683,positive
35.5721211420437,-119.495454468409,neutral
35.2915803264403,-118.636890485545,neutral
39.8964497854876,-118.965388930554,positive
38.4018929762133,-119.028065592752,neutral
35.6701104655572,-118.958026645906,positive
40.167026045414,-119.342516761587,negative
37.9021694018242,-119.175534712687,neutral
37.0358075217275,-119.653339871953,negative
36.766449707221,-120.083512839074,negative
37.5764350986614,-119.454401700699,neutral
32.5468123415547,-118.79167569347,neutral
38.3718692825266,-119.508173371399,negative
36.2827100350956,-120.043060097397,negative
41.2493712882386,-118.811515324117,neutral
39.338078516513,-119.328907623195,positive
36.8952052530096,-118.911431732625,positive
34.9131839072478,-119.489957250702,neutral
35.955541412604,-118.851512414194,neutral
36.8899582109759,-119.29920994591,neutral
37.0198426683763,-118.954167708537,neutral
33.1079524136107,-118.75593071835,negative
36.577224740509,-118.743486624762,neutral
36.6118133342884,-118.733832602608,positive
34.0025715256891,-119.47744950729,positive
40.299048750776,-119.616872065699,positive
34.0751746622424,-119.421870744192,negative
34.6091242830604,-119.195042745692,negative
37.1588330797869,-119.777348853984,neutral
37.02873422262,-119.136486317523,neutral
35.8470739515322,-119.241895881158,negative
36.5185288439475,-119.31602105919,neutral
35.8604910815207,-119.476370878932,neutral
38.8218124236764,-120.170588086082,positive
35.3364243842034,-118.82560898237,positive
32.8040681275108,-119.720805284905,neutral
38.2591048679331,-118.937274500825,negative
35.6555902082604,-119.746427132276,negative
35.8117262822388,-120.351293145172,negative
41.6726116432896,-119.563366329451,positive
38.2727779595522,-118.924325787633,negative
35.0501782599068,-119.468784180165,negative
41.063574162011,-120.124367680595,negative
36.3609759764981,-118.940027580792,negative
35.0960204996555,-120.032820626806,neutral
37.2083488783466,-119.225609037092,negative
35.8933774783425,-118.586489980064,negative
38.4136132447763,-118.901397891175,negative
34.7592588424361,-118.561387518971,neutral
34.3359510074931,-119.442703103222,neutral
37.9712083989982,-119.377186045952,positive
34.9116668458029,-119.437259568423,positive
35.0166390937088,-119.152580171625,neutral
36.1515641615477,-119.985046156049,neutral
35.240143023562,-120.117899546258,positive
37.1085838108804,-120.04662671492,positive
34.1967771682299,-119.607010298007,neutral
36.0445384990919,-119.241509408871,neutral
36.8263290759353,-120.035735671392,negative
35.1728668759202,-119.470905335783,negative
34.3257444707821,-119.243276337932,negative
36.6540364557547,-119.064531861595,positive
35.1754248184772,-119.717005481084,negative
39.797541807499,-119.382893530175,negative
37.8498755283576,-120.073140447844,negative
35.2214255812185,-119.454567608289,neutral
41.2746853688853,-119.684449667125,positive
36.8182358201246,-119.000374541349,positive
36.2121319954712,-118.871417225222,negative
39.9509748505776,-119.609649846189,neutral
36.7771157883323,-119.507455812078,positive
38.8241032238809,-118.721451968706,positive
39.9990203463596,-118.545351634127,neutral
36.2743589463667,-120.395411667484,positive
34.4289243335665,-120.485337916631,neutral
39.4723758599751,-118.943116233579,negative
35.2399464449541,-118.58319141556,positive
34.6265538238701,-118.967380706907,positive
35.3612946319468,-119.808250624949,neutral
41.4946245957669,-119.904205342785,neutral
39.5897572124939,-119.797370430617,neutral
30.9801671032943,-119.193375473252,neutral
40.6838622342661,-119.183644160446,neutral
36.8506125554771,-119.604765745567,positive
35.8282808629296,-119.576233485312,positive
36.4381616736331,-119.016966004989,neutral
38.792810818333,-119.557745400765,negative
37.2113084662759,-119.820737081673,positive
38.4728486455829,-119.259324884764,negative
37.0291562586494,-118.955347795341,positive
36.418846689409,-118.743062801992,negative
35.8742871315333,-118.997695119092,negative
37.0947515690307,-119.279114623166,neutral
35.8429330380978,-119.741096016052,positive
35.3642871659193,-119.710328141254,neutral
37.4412440646371,-120.353662732204,neutral
38.1018690001966,-119.481080276912,positive
39.6452201937314,-119.148820213081,neutral
39.5502213450797,-119.773553397386,positive
36.7075993727994,-120.294538010472,negative
36.7279643958563,-119.299095611047,negative
38.5727440071919,-119.41674122979,negative
37.7984537095658,-120.391541366013,neutral
39.9590906213904,-118.464853187277,negative
36.8147126876011,-120.338276898845,positive
40.2546502197053,-119.51810885778,neutral
34.0139619519184,-119.563784406074,neutral
34.0404618751154,-119.552524925163,positive
41.4113144837683,-119.153470837503,positive
35.4171925387067,-119.055278902925,negative
34.9507618809939,-119.950915661206,negative
37.1824873308956,-118.875947446206,negative
37.4047499082888,-119.886008290335,neutral
34.152909709772,-120.32413580404,positive
34.0175597971973,-120.163488450531,positive
35.9338128408524,-119.448263924721,neutral
36.4662896481063,-119.250687629996,neutral
37.5756802719336,-118.848246677304,negative
34.7798892321376,-118.531649208907,neutral
37.566401992228,-119.66099403483,positive
37.8789923343811,-119.748242917902,neutral
37.1241316897939,-119.000742962712,positive
37.0564148507046,-119.329342512029,positive
35.9281460884688,-118.941808343892,neutral
38.6471959461851,-120.097136194386,neutral
37.0870444319039,-119.668145933644,negative
39.9541665847681,-119.845233285822,negative
36.498711476745,-119.466249820382,neutral
41.4775493812805,-119.933404707467,positive
41.4878462032277,-119.833640393167,positive
32.2363113712624,-118.993770049453,neutral
36.4840846824257,-119.670829062408,positive
36.9390159908607,-120.927643650912,positive
35.7622727124053,-118.940556934948,neutral
37.8932560092572,-119.249257342554,neutral
36.3279145212958,-120.039646570322,positive
38.7600395736324,-118.730842001022,negative
38.5356559464492,-119.128004363272,neutral
38.198023790656,-119.485829550218,negative
37.2762573313495,-119.167768425124,negative
38.1761458204686,-118.882016997118,negative
32.3070576687793,-119.218341947731,negative
40.1550132039455,-119.452577880783,negative
40.769435815612,-120.398423324196,positive
37.5785535106841,-118.95883671638,neutral
35.6075692821437,-119.688079277908,positive
37.291182452395,-119.609186105883,positive
34.9177845096328,-119.976038212761,positive
38.2756074253131,-119.022637423402,neutral
35.4828920924735,-119.839367820461,negative
36.8767379982534,-119.016253670478,neutral
36.4775149514581,-120.129777789965,positive
36.1434167354416,-119.309583088392,neutral
41.0026119862813,-119.254809701185,neutral
37.2879273142922,-119.193514772512,neutral
35.5865655556119,-118.680455990895,positive
34.491646799862,-119.916771053739,positive
39.3709725121386,-119.662238370423,positive
41.3141509759575,-119.673481988494,positive
37.2122665170753,-120.56152867142,positive
36.1370275461255,-119.206887099594,neutral
37.5718357851147,-119.104987734762,negative
38.0778830928865,-119.447483888527,positive
34.4431556172085,-120.088277417845,neutral
33.8198367356149,-120.357617628249,neutral
37.7280024066542,-118.57907881155,neutral
40.5491017751749,-119.387199598292,neutral
33.1644672763192,-119.837472295082,positive
33.9201229493376,-119.883163379839,positive
34.7333999239735,-118.653507326925,positive
36.1526023807775,-119.31347313486,neutral
35.7596799746549,-119.097230594857,negative
38.3799833328444,-120.30975783682,positive
36.4516459688977,-119.176048906496,negative
36.8988136301493,-119.445418830092,neutral
35.8813470166214,-119.224005408278,neutral
36.5064155315504,-119.541014960874,negative
39.2919784140425,-120.409977441576,negative
36.1001728917069,-119.922910057741,negative
35.8217768477496,-118.968138511987,negative
35.182672881162,-119.551313065205,positive
40.436525065173,-119.96608714642,neutral
37.3547785964372,-119.385362885752,positive
34.0331987268522,-119.148564423885,positive
39.0887031866497,-119.625875012565,neutral
39.2698204547477,-119.314714271871,positive
34.4062505039955,-119.085918517957,negative
34.2474970197108,-120.17361951023,negative
35.7081155857567,-119.82631082764,negative
40.0683760011536,-120.107732841351,neutral
39.4549407161089,-119.980038736285,positive
37.3654758132783,-119.990185610403,neutral
37.0718013313551,-120.018953752187,neutral
35.720829216399,-118.802695390674,neutral
34.6240762814641,-119.656605003796,positive
40.0614918919771,-120.183923166734,neutral
37.9269233803295,-119.119867418263,positive
38.454022368831,-119.441510256401,positive
36.3799411691172,-119.559479214645,negative
37.6377824855864,-119.55982452973,negative
36.9970049578279,-119.900201978288,positive
31.4893799360513,-119.241923505688,negative
40.1124283587609,-119.394965472932,neutral
40.4668966753656,-119.520637474888,negative
38.1806398614085,-118.983204151313,neutral
38.3251488321959,-119.563590096897,negative
37.7579360494572,-119.251235842503,neutral
36.0361950339133,-119.294598486732,positive
32.5692645348347,-119.640701049197,positive
35.1741852099561,-118.702711791009,neutral
36.1435812722789,-118.837565274208,negative
37.1336792246454,-119.343827505801,negative
35.9335402488063,-119.806873153814,negative
33.7725308499014,-119.798897583683,positive
35.8504311513146,-118.565956494686,neutral
36.2012592293032,-119.73148214129,negative
32.3064903860337,-119.155092923106,neutral
38.6835822247662,-119.47723942597,neutral
35.8652884594772,-119.978659927954,negative
36.2130101006189,-119.15510671854,positive
38.621347613842,-118.19974999621,neutral
33.6227907733915,-119.64785757432,negative
36.9613552249544,-118.706817371157,negative
36.2900777815253,-119.619597803078,neutral
36.4483507832033,-119.544022641446,neutral
34.089521294903,-119.546028797827,negative
40.0077026000615,-120.504719653965,negative
37.4641728483667,-119.842473619357,neutral
37.9773468606156,-119.975274166613,negative
36.6023272527009,-119.317888941937,negative
39.8322834960698,-119.791568196242,neutral
34.8224781821443,-119.367784463488,negative
34.5435396350555,-119.186374106765,negative
36.2861524136481,-119.123645697033,negative
37.8676970184598,-119.607568696087,negative
37.0354122411758,-118.993840210305,negative
35.0810627855251,-119.649871236637,negative
35.0471137288463,-119.190812513157,negative
38.6665821921941,-120.945962377841,neutral
38.0070106234107,-118.887602390843,neutral
37.481351398098,-119.568056678952,neutral
37.5542115004952,-120.17972757122,neutral
36.6665603229123,-119.274904174069,negative
33.1631745166837,-119.732083129523,neutral
37.617674755097,-119.60714132839,positive
37.4876761665868,-120.193796104611,negative
38.3496129156347,-119.426851847628,negative
35.8064270818765,-119.176485935735,negative
35.508179088264,-119.75281773808,neutral
41.4731414372622,-118.351947963563,negative
37.323328987955,-118.857084996739,positive
39.1047878385861,-118.877216522986,negative
34.7793175653469,-119.691291125657,negative
39.622341831388,-118.685475269508,negative
34.6707850383011,-118.820220793891,positive
38.6174719509632,-119.758545252314,negative
32.7082573220014,-119.337723084594,negative
36.5957307301318,-118.738140110418,negative
36.8408730587595,-119.202956098689,negative
39.2921700237648,-119.089631548612,negative
36.4875974526999,-118.964145772626,negative
34.7930309001725,-119.578358379678,negative
32.5705860996894,-118.86575667877,negative
34.1167978149662,-119.835572446714,neutral
38.3747342686039,-119.726914621315,negative
38.9588582047564,-118.937030836562,negative
38.152016062908,-118.982145636145,negative
35.7816876899627,-119.162545334165,negative
36.5254733271341,-118.993513596849,neutral
38.0758683054018,-121.892658958233,neutral
35.9324860271541,-119.254314027088,positive
34.2791127426406,-118.849184523217,negative
38.5649164809632,-119.774782106564,negative
36.6199519495733,-119.87181886986,negative
38.7880522821744,-119.19778088669,negative
35.9455576468479,-119.57318991623,negative
41.0548147227518,-119.570989687855,negative
37.2476580891936,-119.599276191077,negative
35.396882950049,-118.719351765958,negative
35.8720020397692,-119.173881480172,negative
35.6787950645758,-119.024114162326,negative
41.0860148701352,-120.321284354311,positive
35.9748485312348,-119.777385350205,neutral
34.7302546905625,-119.950369818828,negative
36.4041305024805,-119.848852465514,negative
38.4544093234896,-119.545088819898,negative
38.4966242213594,-118.727611931914,negative
39.1136667140711,-119.64351532316,negative
39.4047499574596,-119.935471329845,negative
35.3871756532316,-118.920326412989,negative
39.3800748488587,-118.373691705226,positive
37.4471012449652,-119.215638273314,neutral
35.3095427284017,-119.807301159157,positive
38.1444359601758,-119.168599788527,neutral
38.3664812052938,-119.03984146367,neutral
38.566984357128,-119.027456092172,negative
36.143813380721,-119.215787798113,negative
36.000467342434,-119.186782926515,negative
34.4225432105343,-119.59966189561,negative
34.89066786047,-118.716921003356,positive
34.8457334691705,-119.766619831401,negative
33.3547724868993,-119.147495242632,negative
35.5864055017196,-119.183643761575,negative
40.1623601873,-119.401821135106,positive
38.1558197525995,-118.940148692903,neutral
38.0780112237888,-118.439696988682,neutral
37.266756336391,-119.411120405588,negative
37.6522935706758,-119.881335242451,neutral
35.6851196428226,-119.331371150797,negative
35.7994962079944,-119.934725395458,neutral
39.7186006647405,-119.109262639475,negative
41.7612638914989,-119.174477819705,negative
34.7173304773668,-119.325807179732,negative
38.5321520024611,-119.788595243933,negative
32.7688742423878,-119.813458539448,negative
32.7582851048558,-119.272800366279,negative
35.3097687387479,-118.27679029596,negative
38.7598426597956,-118.972232174659,neutral
36.8388763636019,-118.39678400046,negative
36.0139589814927,-119.031847153421,negative
37.2583642867358,-119.8379705955,neutral
39.0428542321629,-119.287071286016,neutral
36.7286979376413,-120.141021118987,negative
36.6785246413576,-120.028957216119,neutral
37.8305517036113,-119.641823176014,negative
35.6865263558785,-119.508490175262,negative
37.6630381468887,-119.077919033229,negative
31.154102465353,-118.617881916541,negative
36.4633128738671,-118.713154362859,negative
37.4008265548191,-118.942834438213,negative
34.9954117288806,-118.975332213285,negative
37.0961035159726,-119.998559277185,negative
39.7039615310147,-118.740264576265,negative
36.9674426260727,-119.750199066324,neutral
36.5846844827628,-119.163790662735,negative
38.7708273801799,-118.716566926532,negative
39.876597527125,-119.569958552112,negative
38.1809194066931,-119.388342759878,neutral
37.9276131906876,-119.782924007416,negative
35.9973954640571,-118.820080454972,neutral
39.001260650978,-119.035294600968,negative
38.6708078055515,-119.679002035724,negative
37.2133308743824,-119.233402870693,negative
38.4998767617678,-119.851007056736,negative
32.5107241746253,-119.60451152961,neutral
36.8336729873655,-118.982460290245,negative
38.2417826487774,-119.511197123866,negative
34.776823471447,-118.869001618992,negative
39.2723931058926,-119.173693678299,negative
34.3953487059689,-119.840972272258,neutral
36.7689636608228,-119.093307309945,neutral
36.070088735091,-119.548783168789,negative
36.7654890445412,-118.589214122826,negative
36.1505502521418,-119.925899982513,negative
35.0923360932174,-119.301173869164,neutral
37.283357117541,-118.98456518716,positive
36.4128980739992,-119.267168708775,negative
36.6328106252976,-119.667252555634,negative
36.9466833978031,-118.418116995269,neutral
37.6706094241886,-118.875053303125,negative
33.3387526448684,-119.402015349903,negative
38.4739854858718,-119.402566686233,neutral
37.493994816521,-118.686890450701,positive
39.0488434238645,-119.704593666823,negative
38.3390974504498,-119.166030360035,negative
37.7168230339479,-119.130121423495,negative
35.8424897634757,-118.712858381247,negative
36.3781345718934,-118.937528821602,negative
36.6647434170483,-119.656583580945,negative
38.8968257142454,-118.490292268562,negative
36.5737755205538,-119.748375323338,negative
33.7967393661522,-119.507872001865,neutral
35.05735435674,-119.377076928825,positive
39.9684545043868,-118.940492426884,neutral
37.8337102594592,-118.829505338007,negative
36.9081164606982,-119.102808840447,negative
36.645930787482,-120.526282132212,negative
38.5888246275635,-118.762873373068,negative
36.6213713449528,-119.701377002148,negative
39.7760185145597,-119.429767076353,positive
39.0461559729852,-119.195119139581,negative
38.2365966570447,-119.018105569651,negative
38.0763324744245,-119.558061684772,positive
36.2677760648835,-119.640809526279,negative
39.4956465145948,-118.810035324232,neutral
38.1697589184145,-119.761680600486,negative
33.855008366139,-119.496325999742,negative
38.9668759864318,-119.192255596542,positive
34.6767167979289,-120.405712890128,negative
38.1034808125857,-119.680655549329,negative
35.2752650337295,-118.994529776633,negative
34.1805165179263,-119.751912540064,positive
36.4842945481066,-119.20121786406,negative
34.5344922561892,-118.857899217507,negative
33.5178280283241,-120.261530500362,neutral
37.0465459307648,-119.451489256185,negative
39.6851317249219,-119.507747070268,negative
37.3695286763111,-118.898814607035,neutral
38.7272595865567,-118.723361614146,neutral
38.9405518912156,-119.675112022978,negative
33.2550621616999,-119.363203006399,negative
36.7193696723852,-118.872461800574,positive
34.1167009147259,-119.394932812542,negative
40.4782825702445,-119.735519736953,negative
40.1632340911407,-119.305638389335,negative
36.7237739783214,-119.57463314139,negative
34.7377025995319,-119.143101917403,negative
36.1577104496283,-119.44961062594,negative
38.4576808871169,-120.586451817422,positive
41.8772819716851,-119.365347343625,negative
36.5699143381375,-119.40600893289,negative
35.1523202052091,-119.06968323681,neutral
39.412806340802,-119.199128061946,negative
35.9970123717587,-119.810958218333,positive
35.9259813702984,-119.338670536223,positive
35.9084306052931,-118.815859280789,positive
34.5943254700394,-119.104968624125,negative
36.454109956511,-119.526725540789,neutral
36.159229455521,-119.013723448763,negative
